flight_id,airport,date,time,timestep,phase,altitude_ft,speed_knots,pitch_deg,vertical_speed,engine_thrust,wind_speed_knots,crosswind_component,visibility_km,temperature_celsius,humidity_percent,weather,time_of_day,runway_condition,pilot_error,pilot_experience,aircraft_weight,flap_setting,engine_status,fuel_level,approach_accident_type,landing_accident_type
1,DEL,2021-05,16:55:00,2,Approach,2846.965937491569,171.2713019130415,5.721154777578968,-243.3496200218096,76.55261473376049,5.603604583151073,1.5459721722816924,6.30344721482619,26.97610919622676,66.0075175501479,Fog,Night,Wet,0,5212,75764.1008274475,14.283678295765778,Normal,52.496000811455744,Safe Approach,Safe Landing
1,DEL,2021-05,16:55:30,3,Approach,2839.017356794795,136.21810827433706,6.400965563361098,-1400.9539838956018,72.28302007459085,5.894430126352694,3.885009929584912,7.115233417981297,27.91990693776075,73.10040164723043,Clear,Day,Wet,0,3768,35725.03597114575,19.93062406929792,Normal,53.41650580145114,Safe Approach,Safe Landing
1,DEL,2021-05,16:57:00,4,Landing,1638.3755807208136,143.7869077798383,4.419395413281533,-1136.8057151450112,67.1465926379457,13.024217794078096,8.328775667810362,6.086730356289957,27.90271402548917,66.86905432901138,Clear,Day,Dry,0,11969,85132.73884619206,19.96783816513716,Normal,45.157497748551975,Safe Approach,Safe Landing
1,DEL,2021-05,16:57:30,5,Landing,1101.2741565423837,137.23979396703044,6.666867519176627,-596.3571706259037,63.754298016564576,15.948025710068848,7.235096697898094,7.35317257207903,26.22928685882319,63.09817268590533,Fog,Night,Dry,0,5122,36391.888793794686,24.71863146487824,Normal,43.9858714329601,Safe Approach,Safe Landing
1,DEL,2021-05,16:58:00,6,Landing,511.98510035705937,129.41729611847026,6.896660308554447,-1041.1421212619962,68.15350557798615,14.844887303597924,11.275906798516123,6.319298337290304,25.35966766650281,73.85854611574045,Fog,Day,Dry,0,9047,37586.06272389606,27.23400082266477,Normal,33.33672349898761,Safe Approach,Safe Landing
1,DEL,2021-05,16:58:30,7,Landing,11.50331154621546,118.57934448400408,5.306283075160358,-894.3370373930666,61.21494513288287,17.82160675488603,11.075920007383992,5.890182546321747,25.48703468236437,70.25680429739818,Fog,Night,Dry,1,11403,68350.59062267913,28.696799304788367,Normal,29.655790675599302,Safe Approach,Safe Landing
2,HYD,2021-08,13:12:00,0,Approach,3346.21637707677,202.4608433802935,3.4882189183523007,-320.1375277948196,78.2458188926815,0.3688237919243118,0.0,7.507803827384407,27.137384878434453,57.94354704670093,Clear,Day,Wet,0,5010,23280.81917364069,12.653007774873547,Normal,68.27739565357696,Safe Approach,Safe Landing
2,HYD,2021-08,13:12:30,1,Approach,3182.068666607392,186.70093331098087,4.958789533774906,-548.9965748861473,71.84100153085234,9.779251749176463,5.795800479495238,8.020525288006343,28.50487970370986,66.34868915138688,Storm,Day,Wet,0,11237,63340.52680791231,10.948362599996868,Normal,59.80979130933774,Safe Approach,Safe Landing
2,HYD,2021-08,13:13:00,2,Approach,6511.601063303362,134.68748116029147,4.358698131155584,-492.991956061431,80.99926206322004,4.390595126874405,5.183011633818296,7.822284255720758,28.06142386595414,63.3749832793546,Fog,Day,Wet,0,7491,50182.28874742369,11.035092586998918,Normal,63.34190172846112,Safe Approach,Safe Landing
2,HYD,2021-08,13:13:30,3,Approach,4294.645814038974,181.4649884662469,4.744724730488219,-398.8417383544228,64.81494991006801,13.996046151830846,5.271108061235815,5.920895042189614,24.888698463339527,65.62389435652992,Clear,Day,Wet,0,7436,40112.24364806485,17.86835497418767,Normal,54.27206872048707,Safe Approach,Safe Landing
2,HYD,2021-08,13:15:00,4,Landing,2035.6021139125187,151.70395715707605,4.743906686240024,-928.2643447249104,60.87840262704649,7.339430500787144,2.1379064624627526,7.001536861542496,24.400549711369464,59.00272158173574,Storm,Day,Dry,1,1763,35157.8595978978,19.389888494091288,Normal,49.08553146989828,Safe Approach,Safe Landing
2,HYD,2021-08,13:15:30,5,Landing,1346.950738888189,131.6810619915952,5.877712067886778,-1222.391615452019,69.1424633641672,15.988618283799749,10.49341839151564,7.428261790722578,26.494896510077027,50.322379510540586,Storm,Night,Dry,1,584,45229.73222125153,25.949630658863303,Normal,43.036651033286006,Safe Approach,Safe Landing
2,HYD,2021-08,13:16:00,6,Landing,757.8117619501421,123.6321843149821,6.242117039885359,-1182.9604751044149,57.1669011965941,13.486164198631371,12.597990652773891,6.897296873974854,25.69606142902712,74.18913747988616,Storm,Day,Dry,0,10194,95513.66573974284,25.694189552162943,Normal,38.23479919212099,Safe Approach,Safe Landing
2,HYD,2021-08,13:16:30,7,Landing,87.9948316855503,114.63342451612336,6.373645738183111,-1124.942116520768,61.79727997748742,9.850726662168086,13.37603406473783,5.1110689498047215,25.70169877683629,80.71602594056944,Clear,Night,Wet,1,11153,74791.6458649627,26.24844272287212,Normal,33.40002607520722,Safe Approach,Safe Landing
3,CCU,2021-05,03:45:00,0,Approach,2704.1087775678134,238.714017883412,6.570526389593773,-983.7883086605648,78.54682829557149,5.015731099154549,3.42322975617778,1.3459476380282545,27.035076539419897,67.51178526048014,Clear,Night,Wet,0,11803,45764.70065887508,8.600548984014829,Normal,69.17484490854507,CFIT,Safe Landing
3,CCU,2021-05,03:45:30,1,Approach,2912.3559878979445,210.0173129395068,5.40898120003883,-391.7519066500314,75.39746908495611,6.569513209865655,0.8935729591814043,1.7610649788168966,28.40033717428416,61.7990453306703,Clear,Night,Dry,0,5298,57405.76619472406,13.285102678611302,Normal,57.37995079150754,CFIT,Safe Landing
3,CCU,2021-05,03:46:00,2,Approach,1965.8750555036763,129.39329713832515,5.975402601865985,-689.8070282660495,73.78020816412864,6.506946442705127,1.217485944243041,0.6338064930680842,28.486995915421016,71.00022058499931,Rain,Night,Wet,0,4049,69134.85129928944,15.489629614904056,Normal,54.02585538483291,CFIT,Safe Landing
3,CCU,2021-05,03:46:30,3,Approach,3563.757713632527,104.3599762403468,5.677065211344347,-282.30178341587384,68.2760243550208,11.15426408275678,7.9839250723684465,1.3030033460232853,25.38411765643403,57.38520699463984,Clear,Night,Dry,0,3554,65916.51608279577,18.129489372362123,Normal,56.95776565947644,CFIT,Safe Landing
3,CCU,2021-05,03:48:00,4,Landing,2046.4028899195807,139.7711699699277,4.852696834349885,-703.889401765483,63.75208961065585,7.511424426137932,7.236056595387755,6.657971538359599,25.67388434447708,57.19737351750993,Clear,Night,Dry,0,4934,47673.04533416816,22.65690482865828,Normal,52.07776028336099,CFIT,Safe Landing
3,CCU,2021-05,03:48:30,5,Landing,1489.9983503243466,139.85130636352915,6.10782105149092,-249.86491990649,66.32467662188738,11.71571868779326,6.217312641172606,7.348685332192056,24.53219639366847,66.86511864837405,Clear,Night,Dry,0,8100,71873.3980518738,25.80072970580889,Normal,40.6814633099023,CFIT,Safe Landing
3,CCU,2021-05,03:49:00,6,Landing,786.02057742067,134.43688772962463,4.800956291526343,-607.4962701671896,60.58809062128995,13.932315466564267,11.959446808187904,6.802015045382404,26.01630745126973,70.4917558161251,Clear,Night,Dry,0,10119,68078.07957294595,26.081854847636087,Normal,37.44395660345302,CFIT,Safe Landing
3,CCU,2021-05,03:49:30,7,Landing,145.80438951219077,132.45118135942863,7.465167012683483,-266.6260026778604,55.73323887120698,16.543316502176246,10.231349268585715,7.09490524602588,26.71754225579596,69.83652625952953,Clear,Day,Dry,0,3289,52957.90405026577,28.84836351871064,Normal,30.93375046363061,CFIT,Safe Landing
4,HYD,2020-08,22:53:00,0,Approach,693.5532169191292,231.4716010342492,5.637987363582652,-175.7960727985817,79.39146134098954,7.29275659582707,3.253232135065969,0.6033823090508281,27.5575676250887,68.86188993488798,Clear,Night,Wet,0,4372,21314.502977645643,9.14518411510105,Normal,66.82484379145885,CFIT,Safe Landing
4,HYD,2020-08,22:53:30,1,Approach,683.7615125081418,85.34464791520682,5.25902039108551,-613.1482971266547,77.28360344770792,6.460965923000528,1.11762100103108,0.6159815982331809,28.172995885844728,59.43670447768669,Rain,Night,Dry,0,11930,84218.04712402495,11.751851310448846,Normal,62.74697116080005,CFIT,Safe Landing
4,HYD,2020-08,22:54:00,2,Approach,-127.5667482276176,138.27906908974916,6.721845931025456,-623.550074774402,79.63220514132253,10.502932588292577,9.065470830150932,0.6563704490777142,28.081971166486312,64.10809531838107,Clear,Night,Icy,0,5999,50771.83727834857,17.64198635171644,Normal,59.08321118217116,CFIT,Safe Landing
4,HYD,2020-08,22:54:30,3,Approach,-361.3276298781648,207.728523877004,5.368965311346491,-440.1663193591715,73.1993952857568,4.231097868811067,4.219742472308004,1.7606594479706343,25.85173275390844,68.31439078334489,Clear,Day,Wet,0,3911,54918.95428603775,20.518543466468817,Normal,55.363839052192574,CFIT,Safe Landing
4,HYD,2020-08,22:56:00,4,Landing,2279.727632434912,146.91830590546584,6.024500675843789,-1122.337950609527,69.22201168237739,8.470375744806244,6.145014317618243,7.320585606640634,26.583098499911827,54.08252714678682,Rain,Day,Wet,0,11048,60908.499330693456,24.20037807115363,Normal,44.47032711550391,CFIT,Safe Landing
4,HYD,2020-08,22:56:30,5,Landing,1505.6597878985183,134.70296012101218,6.379740255169924,-1143.8763748307456,67.04063571022613,5.726456198429196,8.033352525747159,6.969261993693191,27.179542462646907,74.69687323342977,Clear,Day,Wet,0,7979,83980.59611692143,26.30292018541196,Normal,34.45441244421423,CFIT,Safe Landing
4,HYD,2020-08,22:57:00,6,Landing,701.9948351408203,124.52414026598954,4.460213610213904,-561.5788137427486,63.60787465486381,19.562453041957408,9.760174741180798,6.895992118352782,27.995006780443905,59.26687916715534,Clear,Day,Dry,0,4565,29581.48483675188,23.878420984000105,Normal,36.25587823970201,CFIT,Safe Landing
4,HYD,2020-08,22:57:30,7,Landing,19.48306609581959,108.16614874656833,8.093359957281274,-720.4738723630613,56.58073671552988,20.9519763830548,11.287605203408637,6.510373359216772,26.824900186128733,74.98470034139201,Fog,Night,Dry,0,1046,52220.142538738015,30.5619286418364,Normal,37.93071475019565,CFIT,Safe Landing
5,DEL,2021-03,19:52:00,0,Approach,5270.295826535425,126.41010807608204,4.9946772362950105,-615.4258381948695,83.55853454697237,4.6554679415509295,0.0,7.710487223013597,28.098745777637333,61.17326002577544,Fog,Night,Icy,0,3557,75880.61925388234,12.206050533555564,Normal,75.43285079899583,Safe Approach,Safe Landing
5,DEL,2021-03,19:52:30,1,Approach,4806.408705425629,81.29518031417818,4.087541106695587,-180.2667919116338,77.91427153313906,6.893681299357985,3.550260739134842,7.658613855955306,27.58394056829851,62.69234896626087,Fog,Night,Wet,0,3134,59489.02614988041,15.159993606072325,Normal,64.22316800371888,Safe Approach,Safe Landing
5,DEL,2021-03,19:53:00,2,Approach,3774.095974150434,131.97993666281909,5.929265573802978,-568.9850992250541,78.49740690930913,15.56692337621386,4.865398814051221,7.816824225819792,27.92904894799205,71.08912907054273,Clear,Night,Dry,0,7930,84346.09333500131,15.955580166275306,Normal,55.87502884670118,Safe Approach,Safe Landing
5,DEL,2021-03,19:53:30,3,Approach,2408.755403000177,154.94656472929185,5.302800313879868,-988.2223176280456,69.94204941916298,5.96440092191422,4.9189288918267,6.524723429038366,26.089598422212145,59.25026746418298,Clear,Day,Wet,0,10516,63849.48630425408,21.19561247092785,Normal,50.12824116467294,Safe Approach,Safe Landing
5,DEL,2021-03,19:55:00,4,Landing,2228.528176499622,147.2059906613939,6.435796466632851,-132.24116241078457,63.00707115895065,14.88003252140658,6.271672637903648,6.785765916667922,26.50646132926407,62.42811912369824,Clear,Night,Dry,0,11431,100942.77843955836,21.41209829444728,Normal,44.423121123800016,Safe Approach,Safe Landing
5,DEL,2021-03,19:55:30,5,Landing,1487.9416607883436,145.3606516481817,4.238361522048839,-483.73457468529614,62.745536541561485,4.164803071709024,8.769815236149036,6.595415479050297,26.34221251987498,62.45607873174053,Rain,Day,Wet,0,126,33457.952054427325,27.0040295401354,Normal,43.96189848165954,Safe Approach,Safe Landing
5,DEL,2021-03,19:56:00,6,Landing,731.5376383798485,137.1951715481879,5.043389120706545,-64.85999351248017,63.29876634525167,7.336298606671741,10.52359061238434,5.722138202946661,27.09957819383789,60.22253271108657,Clear,Night,Wet,1,7664,39214.89198235393,26.845464294632706,Normal,35.41769708315007,Safe Approach,Safe Landing
5,DEL,2021-03,19:56:30,7,Landing,0.0,134.5528899998114,6.413335446918499,-556.5781006930542,59.33237558348658,11.278079766937289,7.346921967780482,5.417347880041691,25.0595862254321,78.82343467131359,Rain,Day,Dry,1,10488,56618.04512355648,28.641516166573123,Normal,36.89387692799125,Safe Approach,Safe Landing
6,MAA,2021-10,22:43:00,0,Approach,3879.436663586643,192.3357810581518,5.788578173458851,-527.7857166173986,78.16163392854685,1.2470110070544589,3.313766732448685,7.315380200469943,30.04239642271408,57.81167165098648,Rain,Night,Dry,0,8509,69387.2219738778,8.724520031497368,Normal,67.50293328068732,Safe Approach,Safe Landing
6,MAA,2021-10,22:43:30,1,Approach,3418.470107971937,129.39486534402428,4.667285504346566,-204.4021485155608,75.97975246304918,14.246503829449985,4.726155438702725,9.907788386501649,28.199460819515306,55.49689595246457,Fog,Day,Dry,1,4971,19388.8277645476,11.79514894713922,Normal,65.6999609548735,Safe Approach,Safe Landing
6,MAA,2021-10,22:44:00,2,Approach,3164.941562768651,181.4020451308604,5.459720610269135,-1186.800086662366,75.143310457889,5.658322500806229,4.151961636759752,7.492297714593498,27.573867668312467,75.84566607331477,Clear,Day,Icy,1,4540,72939.12132403429,14.468004661436186,Normal,56.914759438585655,Safe Approach,Safe Landing
6,MAA,2021-10,22:44:30,3,Approach,4479.65140878762,179.75787682412096,6.985268456433576,-562.6445924850625,72.4319417985325,8.201332111435992,4.101319525807275,7.953509971701426,28.856431133679347,61.03385956536416,Clear,Night,Wet,0,2458,49418.32146502007,17.46047433310806,Normal,54.75593831040939,Safe Approach,Safe Landing
6,MAA,2021-10,22:46:00,4,Landing,2036.1946117759576,155.53636369863833,6.124725116189265,894.6941907364833,70.54706138944707,8.256492533621309,10.953560582548006,5.193128808465337,27.867279856368302,62.325740686160486,Clear,Day,Dry,0,10523,57114.840744422414,20.153797173958395,Normal,47.75162620541104,Safe Approach,Safe Landing
6,MAA,2021-10,22:46:30,5,Landing,1389.237554113163,144.60144832251603,6.743204478370869,-284.1002212429105,71.74489933058476,13.989983390350762,8.394420975336175,5.5441158641566,26.375167372152283,59.53663276991391,Fog,Day,Dry,0,7045,50146.29583350079,26.663747347929387,Normal,36.88133908357973,Safe Approach,Safe Landing
6,MAA,2021-10,22:47:00,6,Landing,759.5212003594253,140.02307079453357,6.500985400129901,-393.6546107212681,62.32630117466071,12.983420677701575,6.30900488723621,7.352801981522857,25.19161018521584,67.23984192881505,Fog,Day,Icy,1,11531,60317.00634083566,29.983865638836853,Normal,40.3568013182759,Safe Approach,Safe Landing
6,MAA,2021-10,22:47:30,7,Landing,2.041000850691148,145.90873569316935,6.744202676762833,-1599.4717666269717,57.60510826638464,12.108577469708347,12.828080922005537,6.254252052503309,23.628384335234507,66.67732535178894,Rain,Day,Wet,0,9693,85787.29576438076,28.858507412501048,Normal,35.38763301928657,Safe Approach,Safe Landing
7,CCU,2022-01,12:10:00,0,Approach,3180.595907490196,128.01925915981073,4.25738443886684,-312.4621920953891,79.25846785243822,3.946577918537483,1.5320186661956707,7.640668952979549,28.834085718608303,54.41707097873076,Clear,Day,Icy,0,915,55955.13565975312,9.095387361501846,Normal,69.98919238272829,Safe Approach,Safe Landing
7,CCU,2022-01,12:10:30,1,Approach,2145.6469135244706,94.55310905383584,5.618352189995679,-180.8496456793759,75.09690439886374,9.75073671358757,6.836469223031079,8.615688267826677,27.21958234536793,55.57185637991657,Rain,Day,Dry,0,11825,79018.32681533901,8.009384203884945,Normal,60.81062021813666,Safe Approach,Safe Landing
7,CCU,2022-01,12:11:00,2,Approach,5033.877351307749,103.07709679853122,6.117879028293215,-390.51580292571975,71.28085425602954,9.528678839150604,3.112618108671599,6.974424410433757,26.7051346144646,67.567975382962,Clear,Day,Dry,0,6753,55727.215914992594,12.546480067314269,Normal,63.08162347673002,Safe Approach,Safe Landing
7,CCU,2022-01,12:11:30,3,Approach,2927.083168492577,89.73279079746158,5.352768729708707,-635.2978496497329,70.58527054991356,7.174030334812984,9.250180605489,7.727829537531442,27.87400267211475,68.58619620642963,Clear,Night,Dry,0,7329,96943.17629204637,20.092257883717163,Normal,55.48922972886987,Safe Approach,Safe Landing
7,CCU,2022-01,12:13:00,4,Landing,2047.1399022999472,138.34414454637275,5.755130915559493,-832.9450228985287,73.96448815197714,9.047645515845453,8.77876245648018,7.39978238609649,27.287983101476605,67.48309960924504,Clear,Night,Dry,0,1378,48131.68482385152,23.000171745873097,Normal,46.47996462136815,Safe Approach,Safe Landing
7,CCU,2022-01,12:13:30,5,Landing,1417.8541350038097,132.6226632534095,5.592308630201638,-731.4949977408246,67.63681429808673,13.61823630905598,11.165118264396645,6.53300494685723,26.81473623555694,65.7030960333431,Clear,Day,Wet,0,719,68958.88186615318,25.13662940928421,Normal,41.50922894555502,Safe Approach,Safe Landing
7,CCU,2022-01,12:14:00,6,Landing,737.0905150730622,124.20759691706056,5.2085221212284685,-980.5045802379768,61.14360588779447,15.042687286536871,7.598998913003999,7.324642073045754,25.942025937776503,71.08353921738063,Clear,Night,Dry,1,9545,68695.78464935828,25.20890485659872,Normal,36.339434138128375,Safe Approach,Safe Landing
7,CCU,2022-01,12:14:30,7,Landing,145.8443772093458,119.77245694742918,6.689810419837503,-930.5524340558876,61.71774834406848,13.188659282813791,9.662888251874476,6.086143895781284,27.549209476526304,78.60415148559767,Rain,Night,Dry,0,1437,71790.62499408823,29.90457728771604,Normal,23.87479539472713,Safe Approach,Safe Landing
8,DEL,2020-03,01:18:00,0,Approach,5429.472542119863,103.34676234015875,4.822470037765157,-826.5748566693946,9.813177945302368,0.8909054609447988,2.767088014947843,7.933719268155286,29.24632688579745,46.9507910350855,Rain,Night,Wet,1,782,45887.002660428654,12.189567423279827,Normal,43.437163545273066,Safe Approach,Engine Failure
8,DEL,2020-03,01:18:30,1,Approach,2351.425727416886,104.04900680079326,4.171241978337728,-1056.4509730223497,10.397755460500214,5.006048479281718,5.205537131385764,7.415753568515157,27.58747421638269,63.32141576904601,Clear,Night,Dry,0,1527,35328.300585455174,12.53472592000312,Normal,37.98427279829319,Safe Approach,Engine Failure
8,DEL,2020-03,01:19:00,2,Approach,2620.881413980036,114.38446040835252,5.805939545682048,-1022.0400865132123,9.4738383481629,3.8230865814110553,6.033280367634517,8.636352067330172,28.17787384596893,62.32051287915997,Rain,Night,Dry,0,8950,99861.9987065473,18.882292925413108,Normal,39.02747072875073,Safe Approach,Engine Failure
8,DEL,2020-03,01:19:30,3,Approach,-672.3124013167894,119.36653668897986,6.682453830138956,-360.0638366232632,9.555793125699253,8.175202394054114,6.964819098840862,8.455259857167494,26.425569192901065,60.60595468971415,Clear,Day,Dry,0,7992,93364.40985622237,23.187011961420705,Normal,30.48156297555258,Safe Approach,Engine Failure
8,DEL,2020-03,01:21:00,4,Landing,1666.5979950379249,107.24647635590674,5.332785775787414,-631.3154321958523,9.16385531700283,9.704417532322234,12.781163428362014,7.336969941914641,28.514131326847632,64.71458647133386,Clear,Day,Wet,0,7767,78679.90554908208,20.785325156479505,Normal,21.008792894386293,Safe Approach,Engine Failure
8,DEL,2020-03,01:21:30,5,Landing,1097.403415481774,102.46734935085055,7.445210913665504,-1337.5653896045146,8.805773961247594,13.198121172638285,8.409090987570371,7.478265991030736,25.031009899539537,62.90523967740809,Fog,Day,Dry,0,8151,60582.92368070535,23.38370422545443,Normal,9.371970484707996,Safe Approach,Engine Failure
8,DEL,2020-03,01:22:00,6,Landing,571.3124003909428,97.36528556475568,4.611076628453469,-598.6911646347135,8.219107795053475,13.296150599430067,14.04428586486058,5.263937912975819,24.9001291992316,76.28270830167106,Clear,Day,Dry,0,8786,47873.98308855351,27.44121166354701,Normal,6.389666366769738,Safe Approach,Engine Failure
8,DEL,2020-03,01:22:30,7,Landing,48.10601786275399,95.56381187948665,6.843490838709763,-371.4974193043591,7.82520523856038,16.508369163122268,10.824436804487869,4.760976141990231,27.444311583712345,79.02248544180804,Rain,Day,Dry,0,2123,68015.8991275645,29.044639708211587,Normal,6.819061381109059,Safe Approach,Engine Failure
9,CCU,2021-07,20:26:00,0,Approach,8106.321337668219,135.85154487832068,4.790426850945158,-812.8023302895233,81.24362544313936,7.624503314807395,4.538354365086258,9.29950564688017,26.782695144136987,60.2889779279261,Fog,Night,Dry,0,7744,34966.166917967304,10.478954923411791,Normal,73.67375331287843,Safe Approach,Safe Landing
9,CCU,2021-07,20:26:30,1,Approach,4348.591447133982,196.3198369087516,4.736713316884614,-600.2076763083609,74.82594506687771,0.0,4.538331399156051,7.9743926331911315,27.232238919457497,65.27686018529955,Fog,Day,Dry,1,2966,68416.3332608718,11.293107583327645,Normal,69.15590397261143,Safe Approach,Safe Landing
9,CCU,2021-07,20:27:00,2,Approach,4529.3959672533865,144.95572605236967,5.527633361104865,-594.8240560353065,69.97885780107397,11.047840015300912,10.569648240289885,7.572104878836444,26.031053195727555,58.71250245281325,Clear,Night,Wet,0,1948,53111.84224381788,20.159676972555864,Normal,53.96058469134961,Safe Approach,Safe Landing
9,CCU,2021-07,20:27:30,3,Approach,4738.149255979841,73.03676277928366,4.800288914561786,-409.9695959931639,65.68925215303436,16.02410118352232,5.494625514503023,8.59948144422943,27.0476120646318,65.10310168155156,Clear,Day,Dry,0,9443,66983.61851613759,16.09578668325434,Normal,53.66039653023625,Safe Approach,Safe Landing
9,CCU,2021-07,20:29:00,4,Landing,2562.9120951928912,144.45585472423525,6.2926082753868,-122.75765274809908,71.50058043181488,9.805190791291627,3.3100818365980427,6.640662943812162,27.247545201059125,62.12995461249776,Fog,Night,Dry,0,4638,64245.63070251342,22.47729692307725,Normal,51.5213379530077,Safe Approach,Safe Landing
9,CCU,2021-07,20:29:30,5,Landing,1779.104148371809,133.95083830249808,5.603195644529977,-983.2366554049012,69.02643312373577,12.038747182767471,8.056227657422152,7.580884901775859,25.46139046633712,74.93625669330206,Clear,Night,Wet,0,143,43219.54744388128,22.815893456758687,Normal,36.37263861228561,Safe Approach,Safe Landing
9,CCU,2021-07,20:30:00,6,Landing,955.562010933613,133.5502697898162,5.565780870352507,-893.3242770541449,63.76519890413082,10.005968405649275,4.024239326717878,6.389159865847358,28.33489320839911,63.27823182444316,Storm,Day,Wet,0,1480,40633.0809864808,26.434641859961168,Normal,36.657436196450256,Safe Approach,Safe Landing
9,CCU,2021-07,20:30:30,7,Landing,133.351515278019,123.80503728192812,6.602300542091176,-954.9533513388212,58.39755495093571,15.936238256459008,8.933792150270973,6.304037970767221,26.27810601909196,70.31582729653587,Clear,Night,Dry,1,6852,29164.068555812475,30.90707566749036,Normal,29.993748607739448,Safe Approach,Safe Landing
10,HYD,2021-10,22:54:00,0,Approach,3887.89295757288,152.61801218020767,4.435990515393273,-748.7281853028187,74.1680377115446,8.63929309993755,3.416217353377181,8.310862883624772,28.267392314071905,60.14090578684564,Clear,Night,Dry,0,11790,90105.04497766412,8.460462244238247,Normal,71.47190866426814,Safe Approach,Safe Landing
10,HYD,2021-10,22:54:30,1,Approach,2914.232105336276,99.5803403973146,5.098241880730979,-444.7095211021984,85.24199956411567,6.853722169491143,5.056261776446311,9.708685328231947,28.03598352048173,61.382976445350415,Rain,Day,Dry,0,7999,106704.99636636444,11.736232660582978,Normal,61.202005988573205,Safe Approach,Safe Landing
10,HYD,2021-10,22:55:00,2,Approach,5502.547353035256,96.29815050689784,5.732375815731664,-17.800168606596458,73.06710756984879,14.81513147708794,2.713735364698387,7.423714699339514,26.760480974928377,68.28662068630075,Clear,Night,Dry,0,9136,121220.65777379848,17.588801893413592,Normal,59.983236373753705,Safe Approach,Safe Landing
10,HYD,2021-10,22:55:30,3,Approach,-75.88808674411666,148.7900601433433,5.489375741701358,-632.3350752028555,67.94164995940858,10.4656678038974,2.7661055214558727,7.813649762418457,28.134899492393664,66.65920545011406,Clear,Night,Dry,0,7898,70576.48012793052,21.6140888940929,Normal,55.04748292667207,Safe Approach,Safe Landing
